 masks images 1_Scab 2_Orange_peal 3_Through_hole 4_Imprint 5_Attrition 6_Rust 7_Scratch 8_Pollution 9_Mechanical_damage 10_Insects 11_Stripe 12_Dross 13_Other 14_Oil 15_Roller_print unique_labels
3096 D:\multilable_classification_metal\data\masks\K3_0172000000029169_3.npy D:\multilable_classification_metal\data\images\K3_0172000000029169_3.png 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 "[6, 13]"
3097 D:\multilable_classification_metal\data\masks\K3_0172000000029169_4.npy D:\multilable_classification_metal\data\images\K3_0172000000029169_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3098 D:\multilable_classification_metal\data\masks\K3_0172000000029169_5.npy D:\multilable_classification_metal\data\images\K3_0172000000029169_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3099 D:\multilable_classification_metal\data\masks\K3_0172000000029171_4.npy D:\multilable_classification_metal\data\images\K3_0172000000029171_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3100 D:\multilable_classification_metal\data\masks\K3_0172000000029171_5.npy D:\multilable_classification_metal\data\images\K3_0172000000029171_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3101 D:\multilable_classification_metal\data\masks\K3_0172000000029173_4.npy D:\multilable_classification_metal\data\images\K3_0172000000029173_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3102 D:\multilable_classification_metal\data\masks\K3_0172000000029173_5.npy D:\multilable_classification_metal\data\images\K3_0172000000029173_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3103 D:\multilable_classification_metal\data\masks\K3_0172000000029175_1.npy D:\multilable_classification_metal\data\images\K3_0172000000029175_1.png 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 [3]
3104 D:\multilable_classification_metal\data\masks\K3_0172000000029179_3.npy D:\multilable_classification_metal\data\images\K3_0172000000029179_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3105 D:\multilable_classification_metal\data\masks\K3_0172000000029179_4.npy D:\multilable_classification_metal\data\images\K3_0172000000029179_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3106 D:\multilable_classification_metal\data\masks\K3_0172000000029181_3.npy D:\multilable_classification_metal\data\images\K3_0172000000029181_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3107 D:\multilable_classification_metal\data\masks\K3_0172000000029181_4.npy D:\multilable_classification_metal\data\images\K3_0172000000029181_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3108 D:\multilable_classification_metal\data\masks\K3_0172000000029181_5.npy D:\multilable_classification_metal\data\images\K3_0172000000029181_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3109 D:\multilable_classification_metal\data\masks\K3_0172000000029183_5.npy D:\multilable_classification_metal\data\images\K3_0172000000029183_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3110 D:\multilable_classification_metal\data\masks\K3_0172000000029185_5.npy D:\multilable_classification_metal\data\images\K3_0172000000029185_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3111 D:\multilable_classification_metal\data\masks\K3_0172000000029187_5.npy D:\multilable_classification_metal\data\images\K3_0172000000029187_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3112 D:\multilable_classification_metal\data\masks\K3_0172000000029189_4.npy D:\multilable_classification_metal\data\images\K3_0172000000029189_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3113 D:\multilable_classification_metal\data\masks\K3_0172000000029191_0.npy D:\multilable_classification_metal\data\images\K3_0172000000029191_0.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 [14]
3114 D:\multilable_classification_metal\data\masks\K3_0172000000029191_1.npy D:\multilable_classification_metal\data\images\K3_0172000000029191_1.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 [14]
3115 D:\multilable_classification_metal\data\masks\K3_0172000000029191_2.npy D:\multilable_classification_metal\data\images\K3_0172000000029191_2.png 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 [3]
3116 D:\multilable_classification_metal\data\masks\K3_0172000000029191_4.npy D:\multilable_classification_metal\data\images\K3_0172000000029191_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3117 D:\multilable_classification_metal\data\masks\K3_0172000000029191_5.npy D:\multilable_classification_metal\data\images\K3_0172000000029191_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3118 D:\multilable_classification_metal\data\masks\K3_0172000000029193_4.npy D:\multilable_classification_metal\data\images\K3_0172000000029193_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3119 D:\multilable_classification_metal\data\masks\K3_0172000000029195_3.npy D:\multilable_classification_metal\data\images\K3_0172000000029195_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3120 D:\multilable_classification_metal\data\masks\K3_0172000000029195_4.npy D:\multilable_classification_metal\data\images\K3_0172000000029195_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3121 D:\multilable_classification_metal\data\masks\K3_0172000000029197_4.npy D:\multilable_classification_metal\data\images\K3_0172000000029197_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3122 D:\multilable_classification_metal\data\masks\K3_0172000000029199_5.npy D:\multilable_classification_metal\data\images\K3_0172000000029199_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3123 D:\multilable_classification_metal\data\masks\K3_0172000000029201_5.npy D:\multilable_classification_metal\data\images\K3_0172000000029201_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3124 D:\multilable_classification_metal\data\masks\K3_0172000000029203_4.npy D:\multilable_classification_metal\data\images\K3_0172000000029203_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3125 D:\multilable_classification_metal\data\masks\K3_0172000000029203_5.npy D:\multilable_classification_metal\data\images\K3_0172000000029203_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3126 D:\multilable_classification_metal\data\masks\K3_0172000000029205_4.npy D:\multilable_classification_metal\data\images\K3_0172000000029205_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3127 D:\multilable_classification_metal\data\masks\K3_0172000000029205_5.npy D:\multilable_classification_metal\data\images\K3_0172000000029205_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3128 D:\multilable_classification_metal\data\masks\K3_0172000000029213_1.npy D:\multilable_classification_metal\data\images\K3_0172000000029213_1.png 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 [3]
3129 D:\multilable_classification_metal\data\masks\K3_0172000000029215_2.npy D:\multilable_classification_metal\data\images\K3_0172000000029215_2.png 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 [3]
3130 D:\multilable_classification_metal\data\masks\K3_0172000000029215_4.npy D:\multilable_classification_metal\data\images\K3_0172000000029215_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3131 D:\multilable_classification_metal\data\masks\K3_0172000000029219_2.npy D:\multilable_classification_metal\data\images\K3_0172000000029219_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3132 D:\multilable_classification_metal\data\masks\K3_0172000000029221_2.npy D:\multilable_classification_metal\data\images\K3_0172000000029221_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3133 D:\multilable_classification_metal\data\masks\K3_0172000000029221_3.npy D:\multilable_classification_metal\data\images\K3_0172000000029221_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3134 D:\multilable_classification_metal\data\masks\K3_0172000000029223_3.npy D:\multilable_classification_metal\data\images\K3_0172000000029223_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3135 D:\multilable_classification_metal\data\masks\K3_0172000000029223_5.npy D:\multilable_classification_metal\data\images\K3_0172000000029223_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3136 D:\multilable_classification_metal\data\masks\K3_0172000000029225_5.npy D:\multilable_classification_metal\data\images\K3_0172000000029225_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3137 D:\multilable_classification_metal\data\masks\K3_0172000000029227_2.npy D:\multilable_classification_metal\data\images\K3_0172000000029227_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3138 D:\multilable_classification_metal\data\masks\K3_0172000000029227_3.npy D:\multilable_classification_metal\data\images\K3_0172000000029227_3.png 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 "[6, 13]"
3139 D:\multilable_classification_metal\data\masks\K3_0172000000029227_4.npy D:\multilable_classification_metal\data\images\K3_0172000000029227_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3140 D:\multilable_classification_metal\data\masks\K3_0172000000029229_2.npy D:\multilable_classification_metal\data\images\K3_0172000000029229_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3141 D:\multilable_classification_metal\data\masks\K3_0172000000029229_3.npy D:\multilable_classification_metal\data\images\K3_0172000000029229_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3142 D:\multilable_classification_metal\data\masks\K3_0172000000029229_4.npy D:\multilable_classification_metal\data\images\K3_0172000000029229_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3143 D:\multilable_classification_metal\data\masks\K3_0172000000029233_1.npy D:\multilable_classification_metal\data\images\K3_0172000000029233_1.png 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 [3]
3144 D:\multilable_classification_metal\data\masks\K3_0172000000029239_4.npy D:\multilable_classification_metal\data\images\K3_0172000000029239_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3145 D:\multilable_classification_metal\data\masks\K3_0172000000029239_5.npy D:\multilable_classification_metal\data\images\K3_0172000000029239_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3146 D:\multilable_classification_metal\data\masks\K3_0172000000029241_2.npy D:\multilable_classification_metal\data\images\K3_0172000000029241_2.png 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 [3]
3147 D:\multilable_classification_metal\data\masks\K3_0172000000029241_4.npy D:\multilable_classification_metal\data\images\K3_0172000000029241_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 "[8, 13]"
3148 D:\multilable_classification_metal\data\masks\K3_0172000000029241_5.npy D:\multilable_classification_metal\data\images\K3_0172000000029241_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3149 D:\multilable_classification_metal\data\masks\K3_0172000000029243_0.npy D:\multilable_classification_metal\data\images\K3_0172000000029243_0.png 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 [3]
3150 D:\multilable_classification_metal\data\masks\K3_0172000000029243_1.npy D:\multilable_classification_metal\data\images\K3_0172000000029243_1.png 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 [3]
3151 D:\multilable_classification_metal\data\masks\K3_0172000000029243_2.npy D:\multilable_classification_metal\data\images\K3_0172000000029243_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3152 D:\multilable_classification_metal\data\masks\K3_0172000000029243_4.npy D:\multilable_classification_metal\data\images\K3_0172000000029243_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 [8]
3153 D:\multilable_classification_metal\data\masks\K3_0172000000029243_5.npy D:\multilable_classification_metal\data\images\K3_0172000000029243_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 [8]
3154 D:\multilable_classification_metal\data\masks\K3_0172000000029245_0.npy D:\multilable_classification_metal\data\images\K3_0172000000029245_0.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 [14]
3155 D:\multilable_classification_metal\data\masks\K3_0172000000029245_1.npy D:\multilable_classification_metal\data\images\K3_0172000000029245_1.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 [14]
3156 D:\multilable_classification_metal\data\masks\K3_0172000000029245_2.npy D:\multilable_classification_metal\data\images\K3_0172000000029245_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3157 D:\multilable_classification_metal\data\masks\K3_0172000000029245_3.npy D:\multilable_classification_metal\data\images\K3_0172000000029245_3.png 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 "[6, 13]"
3158 D:\multilable_classification_metal\data\masks\K3_0172000000029245_4.npy D:\multilable_classification_metal\data\images\K3_0172000000029245_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3159 D:\multilable_classification_metal\data\masks\K3_0172000000029251_0.npy D:\multilable_classification_metal\data\images\K3_0172000000029251_0.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 [14]
3160 D:\multilable_classification_metal\data\masks\K3_0172000000029251_1.npy D:\multilable_classification_metal\data\images\K3_0172000000029251_1.png 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 [3]
3161 D:\multilable_classification_metal\data\masks\K3_0172000000029253_0.npy D:\multilable_classification_metal\data\images\K3_0172000000029253_0.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 [14]
3162 D:\multilable_classification_metal\data\masks\K3_0172000000029253_3.npy D:\multilable_classification_metal\data\images\K3_0172000000029253_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3163 D:\multilable_classification_metal\data\masks\K3_0172000000029253_4.npy D:\multilable_classification_metal\data\images\K3_0172000000029253_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3164 D:\multilable_classification_metal\data\masks\K3_0172000000029255_3.npy D:\multilable_classification_metal\data\images\K3_0172000000029255_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3165 D:\multilable_classification_metal\data\masks\K3_0172000000029255_4.npy D:\multilable_classification_metal\data\images\K3_0172000000029255_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3166 D:\multilable_classification_metal\data\masks\K3_0172000000029257_0.npy D:\multilable_classification_metal\data\images\K3_0172000000029257_0.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 [14]
3167 D:\multilable_classification_metal\data\masks\K3_0172000000029257_1.npy D:\multilable_classification_metal\data\images\K3_0172000000029257_1.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 [14]
3168 D:\multilable_classification_metal\data\masks\K3_0172000000029257_5.npy D:\multilable_classification_metal\data\images\K3_0172000000029257_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3169 D:\multilable_classification_metal\data\masks\K3_0172000000029259_0.npy D:\multilable_classification_metal\data\images\K3_0172000000029259_0.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 [14]
3170 D:\multilable_classification_metal\data\masks\K3_0172000000029259_1.npy D:\multilable_classification_metal\data\images\K3_0172000000029259_1.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 [14]
3171 D:\multilable_classification_metal\data\masks\K3_0172000000029265_3.npy D:\multilable_classification_metal\data\images\K3_0172000000029265_3.png 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 [6]
3172 D:\multilable_classification_metal\data\masks\K3_0172000000029267_2.npy D:\multilable_classification_metal\data\images\K3_0172000000029267_2.png 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 [3]
3173 D:\multilable_classification_metal\data\masks\K3_0172000000029269_0.npy D:\multilable_classification_metal\data\images\K3_0172000000029269_0.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 [14]
3174 D:\multilable_classification_metal\data\masks\K3_0172000000029269_1.npy D:\multilable_classification_metal\data\images\K3_0172000000029269_1.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 [14]
3175 D:\multilable_classification_metal\data\masks\K3_0172000000029269_2.npy D:\multilable_classification_metal\data\images\K3_0172000000029269_2.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3176 D:\multilable_classification_metal\data\masks\K3_0172000000029271_0.npy D:\multilable_classification_metal\data\images\K3_0172000000029271_0.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 [14]
3177 D:\multilable_classification_metal\data\masks\K3_0172000000029271_1.npy D:\multilable_classification_metal\data\images\K3_0172000000029271_1.png 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 "[3, 14]"
3178 D:\multilable_classification_metal\data\masks\K3_0172000000029271_4.npy D:\multilable_classification_metal\data\images\K3_0172000000029271_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3179 D:\multilable_classification_metal\data\masks\K3_0172000000029271_5.npy D:\multilable_classification_metal\data\images\K3_0172000000029271_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3180 D:\multilable_classification_metal\data\masks\K3_0172000000029273_5.npy D:\multilable_classification_metal\data\images\K3_0172000000029273_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3181 D:\multilable_classification_metal\data\masks\K3_0172000000029275_5.npy D:\multilable_classification_metal\data\images\K3_0172000000029275_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3182 D:\multilable_classification_metal\data\masks\K3_0172000000029277_3.npy D:\multilable_classification_metal\data\images\K3_0172000000029277_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3183 D:\multilable_classification_metal\data\masks\K3_0172000000029277_4.npy D:\multilable_classification_metal\data\images\K3_0172000000029277_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3184 D:\multilable_classification_metal\data\masks\K3_0172000000029277_5.npy D:\multilable_classification_metal\data\images\K3_0172000000029277_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3185 D:\multilable_classification_metal\data\masks\K3_0172000000029279_3.npy D:\multilable_classification_metal\data\images\K3_0172000000029279_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3186 D:\multilable_classification_metal\data\masks\K3_0172000000029279_4.npy D:\multilable_classification_metal\data\images\K3_0172000000029279_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3187 D:\multilable_classification_metal\data\masks\K3_0172000000029283_3.npy D:\multilable_classification_metal\data\images\K3_0172000000029283_3.png 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 [6]
3188 D:\multilable_classification_metal\data\masks\K3_0172000000029283_4.npy D:\multilable_classification_metal\data\images\K3_0172000000029283_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3189 D:\multilable_classification_metal\data\masks\K3_0172000000029283_5.npy D:\multilable_classification_metal\data\images\K3_0172000000029283_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3190 D:\multilable_classification_metal\data\masks\K3_0172000000029287_3.npy D:\multilable_classification_metal\data\images\K3_0172000000029287_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3191 D:\multilable_classification_metal\data\masks\K3_0172000000029287_5.npy D:\multilable_classification_metal\data\images\K3_0172000000029287_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3192 D:\multilable_classification_metal\data\masks\K3_0172000000029289_1.npy D:\multilable_classification_metal\data\images\K3_0172000000029289_1.png 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 [3]
3193 D:\multilable_classification_metal\data\masks\K3_0172000000029289_3.npy D:\multilable_classification_metal\data\images\K3_0172000000029289_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3194 D:\multilable_classification_metal\data\masks\K3_0172000000029291_2.npy D:\multilable_classification_metal\data\images\K3_0172000000029291_2.png 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 [3]
3195 D:\multilable_classification_metal\data\masks\K3_0172000000029291_3.npy D:\multilable_classification_metal\data\images\K3_0172000000029291_3.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3196 D:\multilable_classification_metal\data\masks\K3_0172000000029293_4.npy D:\multilable_classification_metal\data\images\K3_0172000000029293_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 [8]
3197 D:\multilable_classification_metal\data\masks\K3_0172000000029293_5.npy D:\multilable_classification_metal\data\images\K3_0172000000029293_5.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 [8]
3198 D:\multilable_classification_metal\data\masks\K3_0172000000029303_3.npy D:\multilable_classification_metal\data\images\K3_0172000000029303_3.png 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 [6]
3199 D:\multilable_classification_metal\data\masks\K3_0172000000029307_4.npy D:\multilable_classification_metal\data\images\K3_0172000000029307_4.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 [13]
3200 D:\multilable_classification_metal\data\masks\K3_0172000000029309_0.npy D:\multilable_classification_metal\data\images\K3_0172000000029309_0.png 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 [14]
3201 D:\multilable_classification_metal\data\masks\K3_0172000000029309_1.npy D:\multilable_classification_metal\data\images\K3_0172000000029309_1.png 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 "[3, 14]"
